USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
VA	51065	01494061	Fluvanna County	743630413	10747024	287.117	4.149	37.830584	-78.283494                                                                                                                 
VA	51067	01494434	Franklin County	1788703111	54373109	690.622	20.994	36.991186	-79.882715                                                                                                               
VA	51069	01480124	Frederick County	1070102010	5935110	413.169	2.292	39.20366	-78.263829                                                                                                                 
VA	51071	01494551	Giles County	925205239	11234368	357.224	4.338	37.318072	-80.698321                                                                                                                    
VA	51073	01480126	Gloucester County	564124717	181747503	217.81	70.173	37.403541	-76.523505                                                                                                              
VA	51075	01674271	Goochland County	726830013	21963167	280.631	8.48	37.718814	-77.917626                                                                                                                 
VA	51077	01501196	Grayson County	1144218808	9792929	441.785	3.781	36.652229	-81.215324                                                                                                                  
VA	51079	01480129	Greene County	403865093	1680243	155.933	0.649	38.297981	-78.470163                                                                                                                    
VA	51081	01501122	Greensville County	764634553	4086108	295.227	1.578	36.680336	-77.560277                                                                                                               
VA	51083	01496705	Halifax County	2117913131	30524580	817.731	11.786	36.766461	-78.939614                                                                                                                
VA	51085	01480132	Hanover County	1211818311	12652671	467.886	4.885	37.760215	-77.491317                                                                                                                 
VA	51087	01480133	Henrico County	605218124	28895008	233.676	11.156	37.631269	-77.651922                                                                                                                 
VA	51089	01502770	Henry County	990284619	5269785	382.351	2.035	36.781479	-79.759231                                                                                                                     
VA	51091	01673774	Highland County	1075266902	1791758	415.163	0.692	38.366243	-79.564472                                                                                                                 
VA	51093	01702378	Isle of Wight County	817607278	122113383	315.68	47.148	36.901418	-76.707569                                                                                                           
VA	51095	01480135	James City County	368724192	95246387	142.365	36.775	37.324837	-76.777888                                                                                                              
VA	51097	01480136	King and Queen County	816268317	28893747	315.163	11.156	37.717772	-76.905581                                                                                                          
VA	51099	01480137	King George County	465234034	21087162	179.628	8.142	38.27718	-77.162636                                                                                                               
VA	51101	01480138	King William County	709469217	31143712	273.928	12.025	37.70826	-77.091054                                                                                                             
VA	51103	01480139	Lancaster County	345238878	254114185	133.297	98.114	37.704843	-76.412663                                                                                                              
VA	51105	01496538	Lee County	1127622392	4896871	435.377	1.891	36.701721	-83.130112                                                                                                                      
VA	51107	01480141	Loudoun County	1335826412	14423208	515.765	5.569	39.0812	-77.638898                                                                                                                   
VA	51109	01494707	Louisa County	1284976751	37794135	496.132	14.592	37.972704	-77.959795                                                                                                                 
VA	51111	01492239	Lunenburg County	1118097709	1743628	431.7	0.673	36.945555	-78.240528                                                                                                                  
VA	51113	01494590	Madison County	830447699	3207612	320.638	1.238	38.412059	-78.276961                                                                                                                   
VA	51115	01480145	Mathews County	222506456	430073260	85.91	166.052	37.425348	-76.268808                                                                                                                 
VA	51117	01500747	Mecklenburg County	1619544361	139655805	625.31	53.921	36.687256	-78.368959                                                                                                            
VA	51119	01480147	Middlesex County	337554148	208310591	130.33	80.429	37.606975	-76.528082                                                                                                               
VA	51121	01674630	Montgomery County	1001921573	6289787	386.844	2.429	37.175534	-80.387791                                                                                                               
VA	51125	01500936	Nelson County	1219224530	8983980	470.745	3.469	37.789079	-78.88344                                                                                                                    
VA	51127	01480150	New Kent County	543990076	35597682	210.036	13.744	37.510158	-76.999326                                                                                                                
VA	51131	01480151	Northampton County	548349606	1511350585	211.719	583.536	37.302775	-75.924018                                                                                                          
VA	51133	01480152	Northumberland County	495828046	243886813	191.44	94.165	37.856974	-76.379687                                                                                                          
VA	51135	01493928	Nottoway County	814265583	4297830	314.39	1.659	37.141167	-78.053866                                                                                                                   
VA	51137	01494761	Orange County	883475383	6501368	341.112	2.51	38.250193	-78.009622                                                                                                                     
VA	51139	01500440	Page County	802949703	8369920	310.021	3.232	38.623209	-78.491872                                                                                                                      
VA	51141	01497999	Patrick County	1250846143	7141128	482.954	2.757	36.667138	-80.286413                                                                                                                  
VA	51143	01480157	Pittsylvania County	2509705662	23903850	969.003	9.229	36.821721	-79.398502                                                                                                            
VA	51145	01674225	Powhatan County	673927665	5437786	260.205	2.1	37.549404	-77.912855                                                                                                                    
VA	51147	01492359	Prince Edward County	906395971	10040115	349.961	3.877	37.224881	-78.432957                                                                                                            
VA	51149	01480160	Prince George County	687232237	42745198	265.342	16.504	37.187325	-77.220993                                                                                                           
VA	51153	01480161	Prince William County	869574665	30876519	335.745	11.921	38.701119	-77.479579                                                                                                          
VA	51155	01501465	Pulaski County	828377036	24877882	319.838	9.605	37.063385	-80.713444                                                                                                                  
VA	51157	01673976	Rappahannock County	689900924	2142396	266.372	0.827	38.684522	-78.168824                                                                                                              
VA	51159	01480164	Richmond County	495925425	64458631	191.478	24.888	37.942894	-76.730561                                                                                                                
VA	51161	01480165	Roanoke County	648906307	1762677	250.544	0.681	37.343588	-79.943996                                                                                                                   
VA	51163	01480166	Rockbridge County	1545038073	8836972	596.543	3.412	37.814517	-79.447754                                                                                                               
VA	51165	01488970	Rockingham County	2200943610	10647709	849.789	4.111	38.507585	-78.885321                                                                                                              
VA	51167	01497573	Russell County	1226420311	7550968	473.524	2.915	36.93342	-82.095934                                                                                                                   
VA	51169	01498172	Scott County	1387786298	8105326	535.827	3.129	36.712776	-82.613624                                                                                                                    
VA	51171	01673918	Shenandoah County	1315900415	9735885	508.072	3.759	38.856204	-78.573987                                                                                                               
VA	51173	01500545	Smyth County	1168992137	3519017	451.35	1.359	36.842318	-81.539786                                                                                                                     
VA	51175	01480171	Southampton County	1551909771	8090234	599.196	3.124	36.720068	-77.103813                                                                                                              
VA	51177	01480172	Spotsylvania County	1039889019	33115177	401.503	12.786	38.182431	-77.657226                                                                                                           
VA	51179	01480173	Stafford County	697237202	28088011	269.205	10.845	38.413261	-77.451334                                                                                                                
VA	51181	01480174	Surry County	722475750	81216905	278.949	31.358	37.119761	-76.880172                                                                                                                   
VA	51183	01690257	Sussex County	1269679003	6740704	490.226	2.603	36.926645	-77.259732                                                                                                                   
VA	51185	01497748	Tazewell County	1343661944	2921322	518.791	1.128	37.125395	-81.562924                                                                                                                 
VA	51187	01674058	Warren County	555641045	8578483	214.534	3.312	38.908221	-78.207594                                                                                                                    
VA	51191	01498359	Washington County	1453399740	12984238	561.161	5.013	36.747814	-81.950322                                                                                                              
VA	51193	01480179	Westmoreland County	593950700	61109888	229.326	23.595	38.109311	-76.803933                                                                                                            
VA	51195	01496656	Wise County	1044903124	5257728	403.439	2.03	36.974561	-82.62156                                                                                                                       
VA	51197	01501379	Wythe County	1196377810	7305107	461.924	2.821	36.899867	-81.083001                                                                                                                    
VA	51199	01480182	York County	270935371	285552364	104.609	110.252	37.219081	-76.561648                                                                                                                  
VA	51510	01498415	Alexandria city	38679383	1070216	14.934	0.413	38.819251	-77.08367                                                                                                                     
VA	51520	01498416	Bristol city	33420176	322409	12.904	0.124	36.616954	-82.157564                                                                                                                        
VA	51530	01498417	Buena Vista city	16674748	219580	6.438	0.085	37.729345	-79.358134                                                                                                                     
VA	51540	01789068	Charlottesville city	26533570	47161	10.245	0.018	38.037658	-78.485381                                                                                                                 
VA	51550	01498558	Chesapeake city	876737871	32209979	338.51	12.436	36.679376	-76.301788                                                                                                                 
VA	51570	01498420	Colonial Heights city	19475232	766910	7.519	0.296	37.261685	-77.396804                                                                                                                
VA	51580	01789069	Covington city	14163842	521492	5.469	0.201	37.78106	-79.985434                                                                                                                        
VA	51590	01498421	Danville city	110844523	2341364	42.797	0.904	36.583334	-79.408071                                                                                                                     
VA	51595	01498422	Emporia city	17881071	165621	6.904	0.064	36.696182	-77.535975                                                                                                                         
VA	51600	01789070	Fairfax city	16162729	84155	6.24	0.032	38.853183	-77.299025                                                                                                                           
VA	51610	01498423	Falls Church city	5300262	32	2.046	0.	38.884722	-77.175603                                                                                                                            
VA	51620	01498424	Franklin city	21438217	227442	8.277	0.088	36.684014	-76.941396                                                                                                                        
VA	51630	01498425	Fredericksburg city	27067167	177679	10.451	0.069	38.299272	-77.486658                                                                                                                 
VA	51640	01498426	Galax city	21332076	105290	8.236	0.041	36.66564	-80.914308                                                                                                                            
VA	51650	01498554	Hampton city	133275943	219727565	51.458	84.837	37.047961	-76.297293                                                                                                                   
VA	51660	01498563	Harrisonburg city	44908386	131080	17.339	0.051	38.436255	-78.873303                                                                                                                   
VA	51670	01498428	Hopewell city	26817671	1228128	10.354	0.474	37.29101	-77.298944                                                                                                                       
VA	51678	01789071	Lexington city	6473000	67783	2.499	0.026	37.782332	-79.44432                                                                                                                          
VA	51680	01498429	Lynchburg city	126842532	1428787	48.974	0.552	37.399016	-79.195458                                                                                                                    
VA	51683	01498430	Manassas city	25509473	146287	9.849	0.056	38.746808	-77.482633                                                                                                                        
VA	51685	01498431	Manassas Park city	6538719	616	2.525	0.	38.768945	-77.448767                                                                                                                          
VA	51690	01789072	Martinsville city	28376610	133615	10.956	0.052	36.683527	-79.863647                                                                                                                   
VA	51700	01498555	Newport News city	178689012	131135113	68.992	50.632	37.076136	-76.52198                                                                                                               
VA	51710	01498557	Norfolk city	137981426	111701531	53.275	43.128	36.923015	-76.244641                                                                                                                   
VA	51720	01498434	Norton city	19366113	89335	7.477	0.034	36.931549	-82.625996                                                                                                                           
VA	51730	01498435	Petersburg city	58845276	578133	22.72	0.223	37.20473	-77.392368                                                                                                                       
VA	51735	01498436	Poquoson city	39837595	163455830	15.381	63.111	37.12836	-76.303534                                                                                                                    
VA	51740	01498556	Portsmouth city	86248210	34658275	33.301	13.382	36.859339	-76.356973                                                                                                                  
VA	51750	01498438	Radford city	25061727	858287	9.676	0.331	37.120119	-80.559147                                                                                                                         
VA	51760	01789073	Richmond city	155199987	6854941	59.923	2.647	37.531399	-77.476009                                                                                                                     
VA	51770	01498439	Roanoke city	110129457	855753	42.521	0.33	37.278458	-79.958174                                                                                                                        
VA	51775	01789074	Salem city	37602710	275156	14.518	0.106	37.285333	-80.055241                                                                                                                          
VA	51790	01789075	Staunton city	51593819	147694	19.92	0.057	38.157978	-79.061876                                                                                                                        
VA	51800	01498560	Suffolk city	1033802703	77061976	399.153	29.754	36.697157	-76.634781                                                                                                                  
VA	51810	01498559	Virginia Beach city	633828557	654687358	244.723	252.776	36.779985	-76.025208                                                                                                          
VA	51820	01498443	Waynesboro city	38771594	364644	14.97	0.141	38.067157	-78.90142                                                                                                                       
VA	51830	01789076	Williamsburg city	23155310	416905	8.94	0.161	37.269481	-76.708193                                                                                                                     
VA	51840	01789077	Winchester city	23809495	54462	9.193	0.021	39.173869	-78.176356                                                                                                                       
WA	53001	01531601	Adams County	4985698857	12464425	1924.989	4.813	47.011238	-118.512861                                                                                                                 
WA	53003	01533502	Asotin County	1647427904	11291738	636.075	4.36	46.181861	-117.227781                                                                                                                  
WA	53005	01513302	Benton County	4403230415	154373080	1700.097	59.604	46.228125	-119.516659                                                                                                              
WA	53007	01531932	Chelan County	7565817923	189650482	2921.179	73.224	47.860974	-120.619041                                                                                                              
WA	53009	01531341	Clallam County	4503168731	2409553970	1738.683	930.334	48.110903	-123.88986                                                                                                            
WA	53011	01531820	Clark County	1627765527	70227538	628.484	27.115	45.77173	-122.485953                                                                                                                  
WA	53013	01513273	Columbia County	2249624769	12561759	868.585	4.85	46.29285	-117.911634                                                                                                                 
WA	53015	01529156	Cowlitz County	2955625058	65415995	1141.173	25.257	46.196785	-122.67846                                                                                                               
WA	53017	01531818	Douglas County	4711869840	76507216	1819.263	29.54	47.741763	-119.694622                                                                                                               
WA	53019	01531821	Ferry County	5706361267	140294385	2203.238	54.168	48.473256	-118.533589                                                                                                               
WA	53021	01531822	Franklin County	3215718490	60508744	1241.596	23.363	46.53458	-118.906944                                                                                                              
WA	53023	01533500	Garfield County	1841054899	19294817	710.835	7.45	46.429478	-117.536711                                                                                                                
WA	53025	01531924	Grant County	6939874184	289941148	2679.501	111.947	47.213633	-119.467788                                                                                                              
WA	53027	01531823	Grays Harbor County	4924766221	834338731	1901.463	322.14	47.113732	-123.826735                                                                                                        
WA	53029	01513272	Island County	540043816	799820903	208.512	308.813	48.158554	-122.670649                                                                                                               
WA	53031	01531936	Jefferson County	4671624000	995002318	1803.724	384.173	47.805708	-123.527057                                                                                                          
WA	53033	01531933	King County	5478557088	497719285	2115.283	192.17	47.490599	-121.833996                                                                                                                
WA	53035	01529223	Kitsap County	1023372595	442123262	395.126	170.705	47.639595	-122.649634                                                                                                              
WA	53037	01531926	Kittitas County	5950002896	92410114	2297.309	35.68	47.124441	-120.676709                                                                                                              
WA	53039	01529219	Klickitat County	4847515963	84930593	1871.636	32.792	45.870446	-120.779305                                                                                                            
WA	53041	01531927	Lewis County	6223179711	86925423	2402.783	33.562	46.580071	-122.377444                                                                                                                
WA	53043	01514052	Lincoln County	5984421213	75265957	2310.598	29.06	47.582743	-118.417692                                                                                                               
WA	53045	01529221	Mason County	2485238914	236949795	959.556	91.487	47.354126	-123.17385                                                                                                                 
WA	53047	01531928	Okanogan County	13639362794	120413445	5266.188	46.492	48.548453	-119.742235                                                                                                           
WA	53049	01513274	Pacific County	2418037181	758680709	933.609	292.928	46.556587	-123.782419                                                                                                             
WA	53051	01529157	Pend Oreille County	3626653301	65382423	1400.259	25.244	48.543825	-117.232191                                                                                                         
WA	53053	01529159	Pierce County	4320226613	355894389	1668.049	137.412	47.051413	-122.15324                                                                                                              
WA	53055	01531931	San Juan County	450429127	1157481619	173.912	446.906	48.50719	-123.103769                                                                                                             
WA	53057	01531402	Skagit County	4481252102	483846689	1730.221	186.814	48.493292	-121.81577                                                                                                              
WA	53059	01529220	Skamania County	4294930645	73290050	1658.282	28.297	46.024785	-121.953232                                                                                                             
WA	53061	01529222	Snohomish County	5404072228	282898666	2086.524	109.228	48.070464	-121.936784                                                                                                          
WA	53063	01529225	Spokane County	4568463940	43423106	1763.894	16.766	47.620375	-117.403371                                                                                                              
WA	53065	01531930	Stevens County	6416424160	163015693	2477.395	62.941	48.388727	-117.854454                                                                                                             
WA	53067	01529226	Thurston County	1871240012	133644618	722.49	51.6	46.935822	-122.830152                                                                                                                
WA	53069	01513275	Wahkiakum County	680962890	61582307	262.921	23.777	46.294638	-123.424458                                                                                                              
WA	53071	01531819	Walla Walla County	3289368965	74933658	1270.033	28.932	46.254606	-118.48037                                                                                                           
WA	53073	01529224	Whatcom County	5459374970	1028230391	2107.877	397.002	48.842653	-121.836432                                                                                                           
WA	53075	01533501	Whitman County	5592461103	48248847	2159.261	18.629	46.905944	-117.53539                                                                                                               
WA	53077	01531929	Yakima County	11122733955	41189156	4294.512	15.903	46.456558	-120.740145                                                                                                              
WV	54001	01696996	Barbour County	883338380	4639586	341.059	1.791	39.139725	-79.996947                                                                                                                   
WV	54003	01550008	Berkeley County	831770844	1057606	321.149	0.408	39.447938	-78.037754                                                                                                                  
WV	54005	01550009	Boone County	1298967362	4305989	501.534	1.663	38.022814	-81.713538                                                                                                                    
WV	54007	01550010	Braxton County	1322796519	14344826	510.735	5.539	38.69933	-80.73166                                                                                                                   
WV	54009	01558262	Brooke County	231015798	8732460	89.196	3.372	40.272645	-80.578691                                                                                                                     
WV	54011	01550012	Cabell County	727837358	18122698	281.02	6.997	38.419578	-82.243397                                                                                                                    
WV	54013	01696945	Calhoun County	723252961	3704011	279.25	1.43	38.844159	-81.115478                                                                                                                     
WV	54015	01550014	Clay County	885617251	4862447	341.939	1.877	38.459826	-81.081866                                                                                                                      
WV	54017	01689476	Doddridge County	828078405	1950541	319.723	0.753	39.26348	-80.701232                                                                                                                  
WV	54019	01560095	Fayette County	1713569366	17443841	661.613	6.735	38.030933	-81.086051                                                                                                                 
WV	54021	01689673	Gilmer County	876717626	4082112	338.503	1.576	38.915867	-80.849413                                                                                                                    
WV	54023	01697238	Grant County	1236388353	7545525	477.372	2.913	39.105988	-79.195064                                                                                                                    
WV	54025	01557518	Greenbrier County	2641303483	12164256	1019.813	4.697	37.924418	-80.45059                                                                                                              
WV	54027	01718644	Hampshire County	1658633563	10902925	640.402	4.21	39.312139	-78.611989                                                                                                                
WV	54029	01560574	Hancock County	213957103	13879340	82.609	5.359	40.516958	-80.570164                                                                                                                   
WV	54031	01718557	Hardy County	1508191847	5622361	582.316	2.171	39.011361	-78.841729                                                                                                                    
WV	54033	01718426	Harrison County	1077454934	1320319	416.008	0.51	39.279182	-80.386498                                                                                                                  
WV	54035	01559963	Jackson County	1202685084	18828941	464.359	7.27	38.834234	-81.677717                                                                                                                  
WV	54037	01550025	Jefferson County	542073026	6150169	209.296	2.375	39.307398	-77.86322                                                                                                                  
WV	54039	01550026	Kanawha County	2335215669	24056475	901.632	9.288	38.328068	-81.523516                                                                                                                 
WV	54041	01550027	Lewis County	1002141346	7038764	386.929	2.718	38.988877	-80.495477                                                                                                                    
WV	54043	01550028	Lincoln County	1131929493	4019060	437.04	1.552	38.17177	-82.077623                                                                                                                    
WV	54045	01550029	Logan County	1175258983	4780836	453.77	1.846	37.830591	-81.940853                                                                                                                     
WV	54047	01689162	McDowell County	1381648552	3731571	533.458	1.441	37.382727	-81.658183                                                                                                                 
WV	54049	01718173	Marion County	799666879	7161744	308.753	2.765	39.505839	-80.243402                                                                                                                    
WV	54051	01717539	Marshall County	791063492	17411505	305.431	6.723	39.854426	-80.671794                                                                                                                 
WV	54053	01560254	Mason County	1115682321	36125493	430.767	13.948	38.770914	-82.029007                                                                                                                  
WV	54055	01557645	Mercer County	1085106039	4442450	418.962	1.715	37.403448	-81.106456                                                                                                                   
WV	54057	01717890	Mineral County	849172613	3503402	327.867	1.353	39.404781	-78.95669                                                                                                                    
WV	54059	01550036	Mingo County	1095926641	2177833	423.14	0.841	37.721161	-82.158989                                                                                                                     
WV	54061	01550037	Monongalia County	932631311	14993106	360.091	5.789	39.633645	-80.059074                                                                                                               
WV	54063	01557702	Monroe County	1224426776	2297599	472.754	0.887	37.554062	-80.550329                                                                                                                   
WV	54065	01557950	Morgan County	593295473	1401571	229.073	0.541	39.555002	-78.257345                                                                                                                    
WV	54067	01550040	Nicholas County	1675324339	19580622	646.846	7.56	38.291432	-80.797515                                                                                                                 
WV	54069	01717163	Ohio County	274098954	8274294	105.83	3.195	40.098932	-80.620728                                                                                                                       
WV	54071	01550042	Pendleton County	1802759655	5429034	696.049	2.096	38.67445	-79.340617                                                                                                                 
WV	54073	01678557	Pleasants County	337007574	11468023	130.119	4.428	39.368133	-81.161172                                                                                                                
WV	54075	01550044	Pocahontas County	2435206760	4094092	940.239	1.581	38.332606	-80.010121                                                                                                               
WV	54077	01558642	Preston County	1680419586	6668879	648.814	2.575	39.46903	-79.668865                                                                                                                   
WV	54079	01550046	Putnam County	895302723	12226547	345.678	4.721	38.510513	-81.906109                                                                                                                   
WV	54081	01550047	Raleigh County	1567869626	10331212	605.358	3.989	37.762469	-81.264672                                                                                                                 
WV	54083	01550048	Randolph County	2692810851	667359	1039.7	0.258	38.781095	-79.867788                                                                                                                   
WV	54085	01689049	Ritchie County	1170648846	4424611	451.99	1.708	39.177112	-81.066317                                                                                                                   
WV	54087	01550050	Roane County	1252422373	404682	483.563	0.156	38.74295	-81.354494                                                                                                                      
WV	54089	01557805	Summers County	933930185	18478164	360.592	7.134	37.655999	-80.856325                                                                                                                  
WV	54091	01689856	Taylor County	447475051	7532835	172.771	2.908	39.332478	-80.046554                                                                                                                    
WV	54093	01689423	Tucker County	1085320037	5303786	419.044	2.048	39.111175	-79.559968                                                                                                                   
WV	54095	01678706	Tyler County	663818549	11382159	256.302	4.395	39.465634	-80.877219                                                                                                                    
WV	54097	01696800	Upshur County	918506902	302703	354.638	0.117	38.90253	-80.231606                                                                                                                      
WV	54099	01550056	Wayne County	1310550727	15814102	506.006	6.106	38.143642	-82.422666                                                                                                                   
WV	54101	01550057	Webster County	1433481441	7144591	553.47	2.759	38.483459	-80.449052                                                                                                                   
WV	54103	01717836	Wetzel County	927389120	8449879	358.067	3.263	39.59818	-80.635399                                                                                                                     
WV	54105	01678877	Wirt County	602201079	5839710	232.511	2.255	39.020034	-81.382975                                                                                                                      
WV	54107	01560558	Wood County	949251416	26569123	366.508	10.258	39.211602	-81.516234                                                                                                                    
WV	54109	01550061	Wyoming County	1293620915	6083317	499.47	2.349	37.60366	-81.549032                                                                                                                    
WI	55001	01581060	Adams County	1672216056	108348981	645.646	41.834	43.973757	-89.767228                                                                                                                 
WI	55003	01581061	Ashland County	2706476265	3230710866	1044.976	1247.384	46.544424	-90.679691                                                                                                           
WI	55005	01581062	Barron County	2235266753	69209178	863.041	26.722	45.437192	-91.852892                                                                                                                 
WI	55007	01581063	Bayfield County	3827675487	1460302486	1477.874	563.826	46.634199	-91.177282                                                                                                           
WI	55009	01581064	Brown County	1372933170	221808933	530.092	85.641	44.474024	-87.99613                                                                                                                  
WI	55011	01581065	Buffalo County	1750289306	87551031	675.791	33.804	44.385633	-91.761294                                                                                                                
WI	55013	01581066	Burnett County	2127832846	151938089	821.561	58.664	45.866897	-92.37573                                                                                                                
WI	55015	01581067	Calumet County	824344287	204080864	318.281	78.796	44.07841	-88.212132                                                                                                                 
WI	55017	01581068	Chippewa County	2611628480	85233307	1008.355	32.909	45.069092	-91.283505                                                                                                              
WI	55019	01581069	Clark County	3133097725	23243273	1209.696	8.974	44.739346	-90.609953                                                                                                                  
WI	55021	01581070	Columbia County	1982756265	78834952	765.547	30.438	43.471882	-89.330472                                                                                                               
WI	55023	01581071	Crawford County	1477970890	73976421	570.648	28.562	43.24991	-90.95123                                                                                                                 
WI	55025	01581072	Dane County	3098882969	106233254	1196.485	41.017	43.067468	-89.417852                                                                                                                 
WI	55027	01581073	Dodge County	2268044939	81336171	875.697	31.404	43.429628	-88.701939                                                                                                                  
WI	55029	01581074	Door County	1248277426	4890604606	481.963	1888.273	45.093417	-87.048683                                                                                                               
WI	55031	01581075	Douglas County	3378102279	454239392	1304.293	175.383	46.463218	-91.892477                                                                                                             
WI	55033	01581076	Dunn County	2201905281	35570217	850.16	13.734	44.947751	-91.897645                                                                                                                    
WI	55035	01581077	Eau Claire County	1652211280	18848534	637.922	7.277	44.726355	-91.286414                                                                                                              
WI	55037	01581078	Florence County	1264232458	24111637	488.123	9.31	45.871828	-88.406988                                                                                                                 
WI	55039	01581079	Fond du Lac County	1863667187	119853825	719.566	46.276	43.754722	-88.493284                                                                                                           
WI	55041	01581080	Forest County	2626878506	83594186	1014.244	32.276	45.666881	-88.773326                                                                                                                
WI	55043	01581081	Grant County	2970402180	94521617	1146.879	36.495	42.870028	-90.694229                                                                                                                 
WI	55045	01581082	Green County	1512667089	1313320	584.044	0.507	42.675522	-89.605074                                                                                                                    
WI	55047	01581083	Green Lake County	905314776	79202663	349.544	30.58	43.780247	-88.97038                                                                                                                
WI	55049	01581084	Iowa County	1975379914	13870324	762.698	5.355	43.001021	-90.133691                                                                                                                    
WI	55051	01581085	Iron County	1963751253	416872439	758.209	160.955	46.32655	-90.261298                                                                                                                  
WI	55053	01581086	Jackson County	2558687761	32538303	987.915	12.563	44.32459	-90.79951                                                                                                                  
WI	55055	01581087	Jefferson County	1441306090	67988035	556.491	26.25	43.013804	-88.773985                                                                                                               
